,AscensionNum,AlignmentScore,Location
3031,OR-OHSU-0292,8104.0,USA
3032,OR-OHSU-0360,8104.0,USA
3033,OR-OHSU-1115,8103.0,USA
3034,OR-OHSU-1235,8102.0,USA
3035,OR-OHSU-1397,8101.0,USA
3036,KRISP-K000567,8104.0,SouthAfrica
3037,KRISP-K000596,8105.0,SouthAfrica
3038,KRISP-K000622,8105.0,SouthAfrica
3039,KRISP-K000658,8102.0,SouthAfrica
3040,KRISP-K001068,8102.0,SouthAfrica
3041,KRISP-K001100,8104.0,SouthAfrica
3042,764,8101.0,Singapore
3043,MD-MDH-0042,8105.0,USA
3044,MD-MDH-0067,8106.0,USA
3045,NSW2063,8103.0,Australia
3046,NSW2520,8103.0,Australia
3047,UT-02937,7949.0,USA
3048,UT-03452,7845.0,USA
3049,AN-IBV-001956,7842.0,Spain
3050,AN-IBV-002016,8105.0,Spain
3051,PV-IBV-005173,8103.0,Spain
3052,AR-CDC-4204,8102.0,USA
3053,CDC-6840,8105.0,Belize
3054,FL-BPHL-0678,8104.0,USA
3055,FL-BPHL-0703,8105.0,USA
3056,FL-BPHL-0728,8103.0,USA
3057,WI-UW-1002,7864.0,USA
3058,WI-UW-829,8102.0,USA
3059,WI-UW-855,8103.0,USA
3060,WI-UW-884,8104.0,USA
3061,WI-UW-910,8103.0,USA
3062,WI-UW-936,8105.0,USA
3063,WI-UW-963,8101.0,USA
3064,WI-UW-991,8104.0,USA
3065,AN-IBV-004112,8104.0,Spain
3066,MD-IBV-006363,8104.0,Spain
3067,MD-IBV-006416,8105.0,Spain
3068,MD-IBV-005282,8104.0,Spain
3069,MD-IBV-005313,8103.0,Spain
3070,MD-IBV-005340,8104.0,Spain
3071,MD-IBV-005369,8106.0,Spain
3072,GA-IBV-004025,8105.0,Spain
3073,GA-IBV-004054,8104.0,Spain
3074,EX-IBV-005009,8103.0,Spain
3075,AR-IBV-005040,8105.0,Spain
3076,AR-IBV-005085,8104.0,Spain
3077,PV-IBV-004274,8104.0,Spain
3078,PV-IBV-004303,8104.0,Spain
3079,AN-IBV-006114,8104.0,Spain
3080,PV-IBV-004181,8104.0,Spain
3081,PV-IBV-004208,8104.0,Spain
3082,CT-IBV-005491,8104.0,Spain
3083,SAP477,7935.0,Australia
3084,KCDC2231,8103.0,SouthKorea
3085,KCDC2256,8103.0,SouthKorea
3086,KCDC2282,8103.0,SouthKorea
3087,KCDC2308,8103.0,SouthKorea
3088,KCDC2333,8103.0,SouthKorea
3089,BL-ETHZ-200004,8103.0,Switzerland
3090,AG-ETHZ-200030,8102.0,Switzerland
3091,BL-ETHZ-200062,8102.0,Switzerland
3092,TI-ETHZ-210025,8097.0,Switzerland
3093,VD-ETHZ-210061,8104.0,Switzerland
3094,20-50934,8104.0,Sweden
3095,20-51748,8105.0,Sweden
3096,20-52049,8099.0,Sweden
3097,PT0633,8105.0,Portugal
3098,PT0660,8105.0,Portugal
3099,PT0685,8105.0,Portugal
3100,PT0710,8021.0,Portugal
3101,PT0735,7920.0,Portugal
3102,PT0760,7956.0,Portugal
3103,PT0785,7680.0,Portugal
3104,PT0810,8105.0,Portugal
3105,PT0835,8105.0,Portugal
3106,PT0860,8105.0,Portugal
3107,PT0886,8105.0,Portugal
3108,PT0912,8104.0,Portugal
3109,PT1233,8105.0,Portugal
3110,PT1258,8105.0,Portugal
3111,PT1283,8105.0,Portugal
3112,PT1310,8105.0,Portugal
3113,PT1335,8103.0,Portugal
3114,PT1360,7836.0,Portugal
3115,PT1385,8000.0,Portugal
3116,PT1410,8105.0,Portugal
3117,PT1435,8105.0,Portugal
3118,PT1460,8105.0,Portugal
3119,PT1485,8105.0,Portugal
3120,PT1510,8105.0,Portugal
3121,PT0944,8105.0,Portugal
3122,PT0970,7877.0,Portugal
3123,PT0996,8104.0,Portugal
3124,PT1022,8105.0,Portugal
3125,PT1047,8104.0,Portugal
3126,PT1072,8105.0,Portugal
3127,PT1097,7686.0,Portugal
3128,PT1122,8105.0,Portugal
3129,PT1147,7781.0,Portugal
3130,PT1173,8104.0,Portugal
3131,PT1201,7832.0,Portugal
3132,PT1226,8103.0,Portugal
3133,CA-IGI-0073,7697.0,USA
3134,WA-UW-10030,8066.0,USA
3135,MD-HP02027,8105.0,USA
3136,UT-AR47,7858.0,India
3137,MH-GA94,8105.0,India
3138,BRIS-132D76,7596.0,England
3139,ZH-ETHZ-210044,8102.0,Switzerland
3140,AG-ETHZ-220032,8103.0,Switzerland
3141,ZH-ETHZ-220070,8104.0,Switzerland
3142,GJ-GBRC332a,8104.0,India
3143,CO-NVRL-71IRL82463,8102.0,Ireland
3144,AK-PHL587,8104.0,USA
3145,CA-ALSR-1778,8102.0,USA
3146,CA-ALSR-1833,7908.0,USA
3147,CA-ALSR-1906,8104.0,USA
3148,CA-ALSR-1947,8104.0,USA
3149,1154942,8104.0,Poland
3150,NORT-293950,8105.0,England
3151,NORW-EF043,7573.0,England
3152,PORT-2D14FB,7849.0,England
3153,PORT-2F5D14,8105.0,England
3154,CVR1708,8104.0,Scotland
3155,CVR3930,8104.0,Scotland
3156,PHWC-1696C6,8105.0,Wales
3157,PHWC-169866,8104.0,Wales
3158,FL-BPHL-0742,7844.0,USA
3159,FL-BPHL-0768,8105.0,USA
3160,203100318,8103.0,Ukraine
3161,203100344,8105.0,Ukraine
3162,093,8102.0,Latvia
3163,INC-0068,8104.0,CostaRica
3164,WA79,8104.0,Australia
3165,WA104,8103.0,Australia
3166,WY-USAFSAM-S016,7834.0,USA
3167,KGH-G-8607,8105.0,SierraLeone
3168,804,8103.0,Singapore
3169,Bangkok-CONI-0225,7832.0,Thailand
3170,KAUST-JEDDAH1022,8104.0,SaudiArabia
3171,KAUST-JEDDAH332,8104.0,SaudiArabia
3172,KAUST-JEDDAH505,8104.0,SaudiArabia
3173,KAUST-JEDDAH573,8104.0,SaudiArabia
3174,KAUST-JEDDAH723,8104.0,SaudiArabia
3175,KAUST-JEDDAH845,8105.0,SaudiArabia
3176,KAUST-JEDDAH903,8103.0,SaudiArabia
3177,KAUST-JEDDAH993,8105.0,SaudiArabia
3178,KAUST-MADINAH1075,8105.0,SaudiArabia
3179,KAUST-MADINAH1113,8103.0,SaudiArabia
3180,KAUST-MADINAH368,8104.0,SaudiArabia
3181,KAUST-MADINAH521,8104.0,SaudiArabia
3182,KAUST-MADINAH854,8104.0,SaudiArabia
3183,KAUST-MAKKAH294,8104.0,SaudiArabia
3184,KAUST-MAKKAH772,8104.0,SaudiArabia
3185,FL-AB4M,8105.0,USA
3186,PR-AGN5,8103.0,USA
3187,NSW679,8103.0,Australia
3188,NSW704,8102.0,Australia
3189,NSW729,8103.0,Australia
3190,NSW755,8103.0,Australia
3191,ME-HETL-J0009,8105.0,USA
3192,ME-HETL-J0035,8105.0,USA
3193,ME-HETL-J0061,8105.0,USA
3194,ME-HETL-J0088,8105.0,USA
3195,RJ-INCA-C187,8096.0,Brazil
3196,RJ-INCA-C39,8104.0,Brazil
3197,RJ-INCA-C95,8105.0,Brazil
3198,4524,8106.0,DRC
3199,6026,7974.0,DRC
3200,UT-02838,7846.0,USA
3201,UT-02868,7568.0,USA
3202,UT-02949,7872.0,USA
3203,CA-CZB-2173,8098.0,USA
3204,CA-CZB-2199,8103.0,USA
3205,CA-CZB-2277,8106.0,USA
3206,CA-CZB-2350,8104.0,USA
3207,CA-CZB-2394,8103.0,USA
3208,CA-CZB-2429,8102.0,USA
3209,CA-CZB-2468,8104.0,USA
3210,CA-CZB-2523,8105.0,USA
3211,UN-CDC-7432,8104.0,USA
3212,4282,7834.0,DRC
3213,BCSIR-NILMRC-358,8103.0,Bangladesh
3214,FL-BPHL-0809,8104.0,USA
3215,FL-BPHL-0834,8105.0,USA
3216,FL-BPHL-0859,8104.0,USA
3217,BCSIR-NILMRC-352,8104.0,Bangladesh
3218,LAM-INS-044,8104.0,Peru
3219,CVL-n26140,8104.0,Israel
3220,CVL-n14292,8104.0,Israel
3221,LR00128,7839.0,SouthAfrica
3222,LR00074,7838.0,SouthAfrica
3223,GJ-GBRC337b,8102.0,India
3224,PORT-2D1701,8105.0,England
3225,PORT-2D20E7,8105.0,England
3226,PORT-2D3E91,8105.0,England
3227,EDB7116,8102.0,Scotland
3228,EDB7155,8100.0,Scotland
3229,GJ-GBRC344,8103.0,India
3230,GJ-GBRC361a,8103.0,India
3231,MN-MDH-1417,8103.0,USA
3232,MN-MDH-1442,8105.0,USA
3233,KCDC2360,8101.0,SouthKorea
3234,KCDC2385,8103.0,SouthKorea
3235,KCDC2410,8103.0,SouthKorea
3236,KCDC2435,8103.0,SouthKorea
3237,KCDC2460,8103.0,SouthKorea
3238,KCDC2485,8103.0,SouthKorea
3239,KCDC2510,8103.0,SouthKorea
3240,KCDC2535,8101.0,SouthKorea
3241,KCDC2560,8103.0,SouthKorea
3242,KCDC2585,8103.0,SouthKorea
3243,KCDC2610,8102.0,SouthKorea
3244,KCDC2636,8102.0,SouthKorea
3245,ULG-10256,8104.0,Belgium
3246,34980_S22,7402.0,Ghana
3247,TTH11,8105.0,Ghana
3248,QC_AJ5,8102.0,Canada
3249,QC_AW7,8104.0,Canada
3250,TX-DSHS-0012,7643.0,USA
3251,WA-UW-4618,8105.0,USA
3252,NV-NSPHL-A0021,8102.0,USA
3253,NV-NSPHL-A0051,8103.0,USA
3254,NV-NSPHL-A0081,8101.0,USA
3255,NV-NSPHL-A0112,7913.0,USA
3256,NV-NSPHL-A0143,8072.0,USA
3257,NV-NSPHL-A0175,8103.0,USA
3258,NV-NSPHL-A0204,8082.0,USA
3259,SP-600,8105.0,Brazil
3260,SP-187,8105.0,Brazil
3261,KRISP-K002191,7904.0,SouthAfrica
3262,KRISP-K002218,7985.0,SouthAfrica
3263,KRISP-K002255,8022.0,SouthAfrica
3264,KRISP-K002287,8105.0,SouthAfrica
3265,KRISP-K002314,8103.0,SouthAfrica
3266,KRISP-K002342,8103.0,SouthAfrica
3267,KRISP-K002372,8104.0,SouthAfrica
3268,KRISP-K002401,7037.0,SouthAfrica
3269,KRISP-K002429,8104.0,SouthAfrica
3270,KRISP-K001330,8104.0,SouthAfrica
3271,KRISP-K001355,8105.0,SouthAfrica
3272,KRISP-K001380,8105.0,SouthAfrica
3273,KRISP-K001407,8102.0,SouthAfrica
3274,CA-CDPH022,7856.0,USA
3275,KA-nimh-3964,8102.0,India
3276,KA-nimh-19188,8105.0,India
3277,MI-MDHHS-SC21469,8105.0,USA
3278,MI-MDHHS-SC21494,7750.0,USA
3279,MI-MDHHS-SC21519,7957.0,USA
3280,MI-MDHHS-SC21544,7965.0,USA
3281,MI-MDHHS-SC21569,7929.0,USA
3282,MI-MDHHS-SC21594,8105.0,USA
3283,MI-MDHHS-SC21619,7552.0,USA
3284,MI-MDHHS-SC21644,8105.0,USA
3285,MI-MDHHS-SC21669,8104.0,USA
3286,3122,8105.0,NorthMacedonia
3287,WI-UW-1020,8101.0,USA
3288,WI-UW-1045,8104.0,USA
3289,WI-UW-1070,8104.0,USA
3290,WI-UW-1096,8105.0,USA
3291,WI-UW-1121,8103.0,USA
3292,ZH-ETHZ-230030,8076.0,Switzerland
3293,ZH-ETHZ-230060,8104.0,Switzerland
3294,COA-InDRE_41,7660.0,Mexico
3295,LIM-INS-046,8104.0,Peru
3296,VA-DCLS-0881,8104.0,USA
3297,VA-DCLS-0818,8103.0,USA
3298,LIM-INS-053,8103.0,Peru
3299,CA-CZB-3671,8102.0,USA
3300,SC-20-1588-T07,8102.0,USA
3301,808,8100.0,Singapore
3302,LOND-12608F2,8105.0,England
3303,LOND-12606F8,7601.0,England
3304,CVL-n17051,8104.0,Israel
3305,CVL1463,6296.0,Israel
3306,ICGEB_MD1,8070.0,Moldova
3307,UP-NBRI-N32-TCX152,7545.0,India
3308,UP-NBRI-N58-TEG811,8038.0,India
3309,LIVE-A7399,8103.0,England
3310,LIVE-A7557,8104.0,England
3311,LIVE-A7706,8105.0,England
3312,LIVE-A78C7,8081.0,England
3313,LIVE-A8091,7892.0,England
3314,LIVE-A826E,7958.0,England
3315,LIVE-A841D,7750.0,England
3316,LIVE-A85CF,8105.0,England
3317,LIVE-A87AB,8105.0,England
3318,LIVE-A8F58,8104.0,England
3319,LIVE-A90EB,8103.0,England
3320,LIVE-A929A,8105.0,England
3321,LIVE-A9A47,8105.0,England
3322,LIVE-A9BF9,8105.0,England
3323,LIVE-A9DA8,8105.0,England
3324,LIVE-A9FEE,8021.0,England
3325,LIVE-AA17E,7928.0,England
3326,LIVE-AA31E,7854.0,England
3327,LIVE-AA4EE,7759.0,England
3328,LIVE-AA6BB,8105.0,England
3329,PORT-2D2AE9,8104.0,England
3330,PORT-2D36D5,8100.0,England
3331,SHEF-C9D66,8104.0,England
3332,EDB6917,8103.0,Scotland
3333,NI-UMCG-PE-S4,8105.0,Germany
3334,SR-25,7878.0,Suriname
3335,SR-69,7853.0,Suriname
3336,FL-BPHL-0900,8104.0,USA
3337,FL-BPHL-0925,8104.0,USA
3338,FL-BPHL-0950,8104.0,USA
3339,FL-BPHL-0975,8105.0,USA
3340,FL-BPHL-1000,8105.0,USA
3341,FL-BPHL-1025,8103.0,USA
3342,FL-BPHL-1050,7848.0,USA
3343,TX-DSHS-0032,7773.0,USA
3344,TX-DSHS-0059,7836.0,USA
3345,835_2,8099.0,Singapore
3346,KRISP-K002478,7528.0,SouthAfrica
3347,VIC6046,8103.0,Australia
3348,VIC6087,8103.0,Australia
3349,VIC6119,8103.0,Australia
3350,VIC6151,8103.0,Australia
3351,VIC6182,8103.0,Australia
3352,VIC6214,8102.0,Australia
3353,VIC6243,8103.0,Australia
3354,VIC6272,8103.0,Australia
3355,VIC6299,8103.0,Australia
3356,VIC6326,8103.0,Australia
3357,VIC5503,8102.0,Australia
3358,VIC5532,8103.0,Australia
3359,VIC5570,8103.0,Australia
3360,VIC5598,8103.0,Australia
3361,VIC5628,8102.0,Australia
3362,VIC5654,7993.0,Australia
3363,VIC5683,8103.0,Australia
3364,VIC5711,8103.0,Australia
3365,VIC5738,8102.0,Australia
3366,VIC5766,8102.0,Australia
3367,VIC5793,8102.0,Australia
3368,VIC5820,8102.0,Australia
3369,VIC5845,8103.0,Australia
3370,VIC5881,8101.0,Australia
3371,VIC5910,8103.0,Australia
3372,VIC5935,8102.0,Australia
3373,VIC5964,8103.0,Australia
3374,VIC5989,7881.0,Australia
3375,VIC6014,8103.0,Australia
3376,SR-67,8102.0,Suriname
3377,RESP-20-B-16294,8104.0,Oman
3378,MN-MDH-1472,8104.0,USA
3379,MN-MDH-1498,8105.0,USA
3380,VIC4506,8101.0,Australia
3381,VIC4531,8102.0,Australia
3382,VIC4557,8102.0,Australia
3383,VIC4592,8103.0,Australia
3384,VIC4622,8103.0,Australia
3385,VIC4655,8103.0,Australia
3386,VIC4681,8103.0,Australia
3387,VIC4706,8103.0,Australia
3388,VIC4731,8103.0,Australia
3389,VIC4756,8103.0,Australia
3390,VIC4783,8102.0,Australia
3391,VIC4809,8103.0,Australia
3392,VIC4835,8103.0,Australia
3393,VIC4860,8102.0,Australia
3394,VIC4889,8103.0,Australia
3395,VIC4919,8103.0,Australia
3396,VIC4946,8102.0,Australia
3397,VIC4978,8103.0,Australia
3398,VIC3977,8103.0,Australia
3399,VIC4009,8102.0,Australia
3400,VIC4036,7931.0,Australia
3401,VIC4063,7684.0,Australia
3402,VIC4089,8029.0,Australia
3403,VIC4119,7565.0,Australia
3404,VIC4188,7947.0,Australia
3405,VIC4218,8103.0,Australia
3406,VIC4243,8103.0,Australia
3407,VIC4268,8103.0,Australia
3408,VIC4324,8103.0,Australia
3409,VIC4351,8103.0,Australia
3410,VIC4376,8103.0,Australia
3411,VIC4401,8103.0,Australia
3412,VIC4426,8102.0,Australia
3413,VIC4451,8103.0,Australia
3414,VIC4476,8102.0,Australia
3415,VIC4993,8103.0,Australia
3416,VIC5018,8102.0,Australia
3417,VIC5043,8102.0,Australia
3418,VIC5069,8103.0,Australia
3419,VIC5094,8102.0,Australia
3420,VIC5119,8103.0,Australia
3421,VIC5145,8104.0,Australia
3422,VIC5207,8103.0,Australia
3423,VIC5232,8101.0,Australia
3424,VIC5257,8102.0,Australia
3425,VIC5282,8103.0,Australia
3426,VIC5309,8102.0,Australia
3427,VIC5334,8103.0,Australia
3428,VIC5360,8102.0,Australia
3429,VIC5385,8102.0,Australia
3430,VIC5410,8103.0,Australia
3431,VIC5447,8103.0,Australia
3432,VIC5475,8103.0,Australia
3433,VIC3494,8103.0,Australia
3434,VIC3524,8102.0,Australia
3435,VIC3551,8103.0,Australia
3436,VIC3576,8103.0,Australia
3437,VIC3606,8103.0,Australia
3438,VIC3635,8103.0,Australia
3439,VIC3662,7714.0,Australia
3440,VIC3688,7813.0,Australia
3441,VIC3717,7945.0,Australia
3442,VIC3747,7924.0,Australia
3443,VIC3780,7809.0,Australia
3444,VIC3808,8102.0,Australia
3445,VIC3837,8103.0,Australia
3446,VIC3862,8102.0,Australia
3447,VIC3887,8102.0,Australia
3448,VIC3913,8103.0,Australia
3449,VIC3939,8102.0,Australia
3450,L2005036083,8104.0,UnitedArabEmirates
3451,L3290259618,8105.0,UnitedArabEmirates
3452,L920633304,8103.0,UnitedArabEmirates
3453,VIC3037,8103.0,Australia
3454,VIC3069,8103.0,Australia
3455,VIC3094,8103.0,Australia
3456,VIC3119,8103.0,Australia
3457,VIC3145,8102.0,Australia
3458,VIC3190,8102.0,Australia
3459,VIC3217,8103.0,Australia
3460,VIC3247,8103.0,Australia
3461,VIC3273,8103.0,Australia
3462,VIC3298,8105.0,Australia
3463,VIC3323,8103.0,Australia
3464,VIC3348,8103.0,Australia
3465,VIC3373,8103.0,Australia
3466,VIC3398,8103.0,Australia
3467,VIC3433,8103.0,Australia
3468,VIC3464,7877.0,Australia
3469,VIC3492,8103.0,Australia
3470,VIC6387,8102.0,Australia
3471,VIC6412,8103.0,Australia
3472,VIC6452,8101.0,Australia
3473,VIC6477,8102.0,Australia
3474,VIC6506,8103.0,Australia
3475,VIC6535,8102.0,Australia
3476,VIC6564,8103.0,Australia
3477,VIC6593,8103.0,Australia
3478,VIC6618,8103.0,Australia
3479,VIC6648,8102.0,Australia
3480,VIC6674,8103.0,Australia
3481,VIC2580,8103.0,Australia
3482,VIC2634,8104.0,Australia
3483,VIC2659,8102.0,Australia
3484,VIC2690,8103.0,Australia
3485,VIC2718,8104.0,Australia
3486,VIC2745,8105.0,Australia
3487,VIC2770,8103.0,Australia
3488,VIC2797,8105.0,Australia
3489,VIC2824,8102.0,Australia
3490,VIC2849,8103.0,Australia
3491,VIC2874,8103.0,Australia
3492,VIC2899,8103.0,Australia
3493,VIC2924,8103.0,Australia
3494,VIC2950,8103.0,Australia
3495,VIC2975,8103.0,Australia
3496,VIC3000,8103.0,Australia
3497,VIC3026,8102.0,Australia
3498,VIC1836,8102.0,Australia
3499,VIC2046,8102.0,Australia
3500,VIC2187,8103.0,Australia
3501,VIC2218,7962.0,Australia
3502,VIC2255,8102.0,Australia
3503,VIC2287,8103.0,Australia
3504,VIC2313,8102.0,Australia
3505,VIC2338,8103.0,Australia
3506,VIC2364,8105.0,Australia
3507,VIC2392,8105.0,Australia
3508,VIC2424,8105.0,Australia
3509,VIC2453,8103.0,Australia
3510,VIC2481,8103.0,Australia
3511,VIC2514,8103.0,Australia
3512,VIC2547,8102.0,Australia
3513,UT-02593,7823.0,USA
3514,UT-02971,7255.0,USA
3515,UT-03037,7709.0,USA
3516,UT-04280,7528.0,USA
3517,TX-DSHS-0074,7092.0,USA
3518,TX-DSHS-0101,6858.0,USA
3519,KCDC2680,8053.0,SouthKorea
3520,KCDC2708,8105.0,SouthKorea
3521,KCDC2733,8102.0,SouthKorea
3522,KCDC2758,8103.0,SouthKorea
3523,TAS103,7600.0,Australia
3524,TAS129,8104.0,Australia
3525,TAS164,7373.0,Australia
3526,TAS202,8103.0,Australia
3527,TAS242,8104.0,Australia
3528,TAS267,8105.0,Australia
3529,TAS45,8071.0,Australia
3530,TAS74,7610.0,Australia
3531,VA-DCLS-0901,8103.0,USA
3532,VA-DCLS-0938,8102.0,USA
3533,MD-MDH-0091,8105.0,USA
3534,MD-MDH-0119,8104.0,USA
3535,CMX-INMEGEN-06,8103.0,Mexico
3536,WI-UW-1145,8105.0,USA
3537,WI-UW-1171,8099.0,USA
3538,TX-DSHS-0125,7593.0,USA
3539,TX-DSHS-0151,7836.0,USA
3540,Netherlands,8104.0,mink
3541,Netherlands,8105.0,mink
3542,Netherlands,8104.0,mink
3543,Netherlands,8104.0,mink
3544,Netherlands,7857.0,mink
3545,DR-EMC-9,8104.0,Netherlands
3546,GE-EMC-169,8104.0,Netherlands
3547,GE-EMC-195,8105.0,Netherlands
3548,GE-EMC-220,8103.0,Netherlands
3549,GE-EMC-248,8104.0,Netherlands
3550,GE-EMC-273,8105.0,Netherlands
3551,GE-EMC-298,8100.0,Netherlands
3552,NB-EMC-179,7202.0,Netherlands
3553,NB-EMC-204,8105.0,Netherlands
3554,NB-EMC-229,8104.0,Netherlands
3555,NB-EMC-254,8105.0,Netherlands
3556,NB-EMC-280,8105.0,Netherlands
3557,OV-EMC-43,8103.0,Netherlands
3558,OV-EMC-68,8104.0,Netherlands
3559,un-EMC-722,7742.0,Netherlands
3560,un-EMC-746,8103.0,Netherlands
3561,un-EMC-771,8104.0,Netherlands
3562,ZE-EMC-53,8104.0,Netherlands
3563,ZH-EMC-235,8105.0,Netherlands
3564,ZH-EMC-260,8101.0,Netherlands
3565,ZH-EMC-285,8101.0,Netherlands
3566,ZH-EMC-310,8103.0,Netherlands
3567,ZH-EMC-336,8103.0,Netherlands
3568,ZH-EMC-362,8104.0,Netherlands
3569,ZH-EMC-387,8102.0,Netherlands
3570,ZH-EMC-412,8102.0,Netherlands
3571,ZH-EMC-439,8102.0,Netherlands
3572,ZH-EMC-466,8104.0,Netherlands
3573,BE-ETHZ-240019,7978.0,Switzerland
3574,ZH-ETHZ-240054,8101.0,Switzerland
3575,VS-ETHZ-240083,8103.0,Switzerland
3576,NW-HHU-74,8105.0,Germany
3577,SP-171,8104.0,Brazil
3578,SPE-RII-10167V,8105.0,Russia
3579,SPE-RII-18663V,8105.0,Russia
3580,SPE-RII-23386V,8104.0,Russia
3581,TX-DSHS-0193,6942.0,USA
3582,UT-08299,8101.0,USA
3583,UT-08330,7948.0,USA
3584,UT-08363,7821.0,USA
3585,UT-08389,8104.0,USA
3586,UT-08418,8104.0,USA
3587,UT-08447,7602.0,USA
3588,UT-08476,7733.0,USA
3589,UT-08506,8105.0,USA
3590,UT-08535,7957.0,USA
3591,UT-08564,8105.0,USA
3592,UT-08599,8105.0,USA
3593,UT-08633,7827.0,USA
3594,UT-08671,7866.0,USA
3595,UT-08704,8071.0,USA
3596,739,8101.0,Singapore
3597,ZH-UZH-1000478554,8104.0,Switzerland
3598,GCVR-172EFF,7934.0,Scotland
3599,CAMB-7E638,7810.0,England
3600,GCVR-170E2E,7811.0,Scotland
3601,CAMB-1AE337,7544.0,England
3602,CAMB-1AE74A,8105.0,England
3603,LOND-12611E7,8104.0,England
3604,LOND-12602B8,8105.0,England
3605,LOND-1260E87,7839.0,England
3606,LOND-126169D,8104.0,England
3607,GJ-GBRC-374b,8103.0,India
3608,GJ-GBRC-391a,8103.0,India
3609,UT-08724,7842.0,USA
3610,UT-UPHL-2008774,8051.0,USA
3611,UT-UPHL-2008805,7874.0,USA
3612,UT-UPHL-2008837,7845.0,USA
3613,MD-MDH-0153,8104.0,USA
3614,UT-UPHL-2009297,7826.0,USA
3615,UT-UPHL-2009330,8102.0,USA
3616,UT-UPHL-2009362,7826.0,USA
3617,UT-UPHL-2008864,7810.0,USA
3618,UT-UPHL-2008892,7829.0,USA
3619,UT-UPHL-2008925,7808.0,USA
3620,UT-UPHL-2009042,7813.0,USA
3621,UT-UPHL-2009073,7814.0,USA
3622,UT-UPHL-2009105,8003.0,USA
3623,UT-UPHL-2009136,8105.0,USA
3624,UT-UPHL-2009170,6994.0,USA
3625,UT-UPHL-2009198,7841.0,USA
3626,LAL-INS-064,8106.0,Peru
3627,UT-UPHL-2009239,7997.0,USA
3628,UT-UPHL-2009275,8104.0,USA
3629,UT-UPHL-2008954,8105.0,USA
3630,UT-UPHL-2008993,8103.0,USA
3631,UT-UPHL-2009025,7822.0,USA
3632,KE-NVRL-71IRL94136,8102.0,Ireland
3633,KE-NVRL-71IRL96351,8101.0,Ireland
3634,OY-NVRL-72IRL00293,8102.0,Ireland
3635,USFQ-177,8105.0,Ecuador
3636,FVG-ICGEB-S204,8102.0,Italy
3637,APU-UniMI-5436,8105.0,Italy
3638,NY-Wadsworth-12692-01,8105.0,USA
3639,NY-Wadsworth-18637-01,8106.0,USA
3640,NY-Wadsworth-34682-01,8105.0,USA
3641,NY-Wadsworth-44557-01,8104.0,USA
3642,WA-S2715,8102.0,USA
3643,WA-S2740,8102.0,USA
3644,WA-S2765,8103.0,USA
3645,TX-DSHS-0223,7183.0,USA
3646,OR-OHSU-0474,8028.0,USA
3647,OR-OHSU-0612,8103.0,USA
3648,OR-OHSU-0649,8103.0,USA
3649,OR-OHSU-0771,8102.0,USA
3650,OR-OHSU-0879,8104.0,USA
3651,OR-OHSU-1003,8105.0,USA
3652,OR-OHSU-1103,8105.0,USA
3653,OR-OHSU-1655,8102.0,USA
3654,OR-OHSU-1753,8103.0,USA
3655,OR-OHSU-1843,8102.0,USA
3656,OR-OHSU-1917,8105.0,USA
3657,WA-OHSU-0515,8103.0,USA
3658,NSW778,8103.0,Australia
3659,NSW803,8105.0,Australia
3660,NSW828,8103.0,Australia
3661,NSW853,8103.0,Australia
3662,MH-6633,8103.0,Hungary
3663,ON-UHTC_0104,8104.0,Canada
3664,ON-UHTC_0151,8104.0,Canada
3665,ALDP-97CB9C,8105.0,England
3666,ALDP-97DE0B,8105.0,England
3667,ALDP-981C64,8097.0,England
3668,LIVE-A9670,8105.0,England
3669,MILK-978310,7926.0,England
3670,PORT-2D13C1,8103.0,England
3671,EDB1491,8104.0,Scotland
3672,EDB4568,8101.0,Scotland
3673,EDB6903,8101.0,Scotland
3674,EDB7360,8102.0,Scotland
3675,FL-BPHL-1073,7843.0,USA
3676,FL-BPHL-1098,7806.0,USA
3677,FL-BPHL-1123,8104.0,USA
3678,FL-BPHL-1148,8043.0,USA
3679,FL-BPHL-1173,8102.0,USA
3680,FL-BPHL-1198,8017.0,USA
3681,KCDC2784,8103.0,SouthKorea
3682,KCDC2809,8102.0,SouthKorea
3683,VA-DCLS-0468,8103.0,USA
3684,VA-DCLS-0580,8105.0,USA
3685,VA-DCLS-0609,8105.0,USA
3686,VA-DCLS-0728,8061.0,USA
3687,VA-DCLS-0760,8105.0,USA
3688,VA-DCLS-1002,8075.0,USA
3689,VA-DCLS-1043,8027.0,USA
3690,AMA-INS-103039-2,8103.0,Colombia
3691,EGY-025,8103.0,Egypt
3692,EGY-049,8103.0,Egypt
3693,NSW2510,8103.0,Australia
3694,NSW2562,8105.0,Australia
3695,20178065504,8103.0,England
3696,856,8104.0,Singapore
3697,PR-B5X4,8101.0,USA
3698,CO-CSU-D0376,8104.0,USA
3699,CO-CSU-D1490-2,8104.0,USA
3700,CO-CSU-D2399-1,8104.0,USA
3701,10902,7837.0,DRC
3702,11677,7834.0,DRC
3703,11635,7595.0,DRC
3704,11572,7836.0,DRC
3705,MN-MDH-1525,8103.0,USA
3706,MN-MDH-1550,8102.0,USA
3707,AR-CDC-4226,8102.0,USA
3708,GA-CDC-6438,8103.0,USA
3709,MN-CDC-6274,8105.0,USA
3710,MN-CDC-6510,8105.0,USA
3711,INC-0072,8102.0,CostaRica
3712,CT-Yale-348,6398.0,USA
3713,WI-UW-1185,8101.0,USA
